Sl. No.,ACT,MAJOR HEAD,MINOR HEAD,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month,Month,Year
14222,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Property Disputes,1.0,0.0,0.0,0.0,OCT,2022
14223,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Electoral Gain,0.0,0.0,0.0,0.0,OCT,2022
14224,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Gang Rivalry,161.4150164014093,0.0,0.0,0.0,OCT,2022
14225,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Love Intrigue,0.0,0.0,0.0,0.0,OCT,2022
14226,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Professional ,0.0,0.0,0.0,0.0,OCT,2022
14227,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Sudden Quarrel,6.0,1.0,0.0,0.0,OCT,2022
14228,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",Custodial Rape,0.0,1.0,0.0,0.0,OCT,2022
14229,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",Attempt to Commit,9.0,0.0,0.0,0.0,OCT,2022
14230,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By a Gang,12.0,0.0,6.0,1.0,OCT,2022
14231,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Parents,0.0,0.0,0.0,0.0,OCT,2022
14232,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Hospital Staff,1.0,0.0,0.0,1.0,OCT,2022
14233,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Husband During Sepearation,5.0,1.0,0.0,1.0,OCT,2022
14234,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Neighbours,38.0,6.0,2.0,0.0,OCT,2022
14235,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Relatives,44.0,5.0,5.0,6.0,OCT,2022
14236,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",In Jail Custody,0.0,0.0,0.0,0.0,OCT,2022
14237,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",In Remand Home,0.0,0.0,0.0,0.0,OCT,2022
14238,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",InCest,0.0,0.0,0.0,0.0,OCT,2022
14239,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",Known Person,250.0,23.0,23.0,16.0,OCT,2022
14240,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",Unknown Person,8.0,1.0,0.0,0.0,OCT,2022
14241,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",Due to Other Causes,82.0,14.0,11.0,9.0,OCT,2022
14242,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",On Minor,0.0,0.0,0.0,0.0,OCT,2022
14243,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Missing - Boy,584.0,48.0,77.0,68.0,OCT,2022
14244,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Missing - Girl,1636.0,139.0,159.0,188.0,OCT,2022
14245,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of Children,12.0,0.0,2.0,1.0,OCT,2022
14246,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of Cildren for Begging,0.0,0.0,0.0,0.0,OCT,2022
14247,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of Women,7.0,0.0,3.0,0.0,OCT,2022
14248,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of Girls for Immoral Purpose,1.0,0.0,0.0,1.0,OCT,2022
14249,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of  Others,36.0,4.0,2.0,5.0,OCT,2022
14250,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Procuration of Minor Girls - For Prostitution,0.0,0.0,0.0,0.0,OCT,2022
14251,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Procuration of Minor Girls - Importring of Girl,1.0,0.0,0.0,0.0,OCT,2022
14252,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Procuration of Minor Girls - For other Purpose,13.0,2.0,1.0,2.0,OCT,2022
14253,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Espionage,0.0,0.0,0.0,0.0,OCT,2022
14254,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Intent to Steal From Child,1.0,0.0,0.0,1.0,OCT,2022
14255,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Murder (Homicide),2.0,0.0,1.0,0.0,OCT,2022
14256,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Obtain Signature Forcibly,0.0,0.0,0.0,0.0,OCT,2022
14257,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Recovering Loan,2.0,1.0,1.0,24.89595235201167,OCT,2022
14258,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Settling any Disputes,2.0,1.0,1.0,0.0,OCT,2022
14259,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Unnatural Lust / Illicit Intercourse,0.0,0.0,0.0,0.0,OCT,2022
14260,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Wrongful Confinement,9.0,1.0,0.0,0.0,OCT,2022
14261,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Exporting,0.0,0.0,0.0,0.0,OCT,2022
14262,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",From Lawful Guardianship,4.0,0.0,1.0,0.0,OCT,2022
14263,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Camel Racing Etc.,0.0,0.0,0.0,0.0,OCT,2022
14264,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",To Compel For Marriage,20.0,0.0,1.0,1.0,OCT,2022
14265,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Slavery,0.0,0.0,0.0,0.0,OCT,2022
14266,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Stealing From its Person,0.0,0.0,0.0,0.0,OCT,2022
14267,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Others,478.0,44.0,43.0,50.0,OCT,2022
14268,A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),At ATM,0.0,0.0,0.0,0.0,OCT,2022
14269,A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),At Residential Premises,36.0,5.0,4.0,4.0,OCT,2022
14270,A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),On Highways,42.0,3.0,5.0,4.0,OCT,2022
14271,A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),In Trains,0.0,0.0,0.0,0.0,OCT,2022
14272,A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),At Banks,0.0,0.0,0.0,0.0,OCT,2022
14273,A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),At Commercial Places / Establishments,6.0,1.0,0.0,2.0,OCT,2022
14274,A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),On Other Roads,49.0,6.0,2.0,1.0,OCT,2022
14275,A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),In Other Places,45.0,5.0,4.0,3.0,OCT,2022
14276,A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),River & Sea,0.0,0.0,0.0,0.0,OCT,2022
14277,A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),Preparation And Assembly for Dacoity,264.0,24.0,28.0,19.0,OCT,2022
14278,A - IPC Crime,Robbery (Sec.392 to 394 IPC),At ATM,2.0,0.0,0.0,0.0,OCT,2022
14279,A - IPC Crime,Robbery (Sec.392 to 394 IPC),At Residential Premises,131.0,8.0,19.0,12.0,OCT,2022
14280,A - IPC Crime,Robbery (Sec.392 to 394 IPC),On Highways,86.0,12.0,6.0,7.0,OCT,2022
14281,A - IPC Crime,Robbery (Sec.392 to 394 IPC),In Trains,18.0,4.0,1.0,0.0,OCT,2022
14282,A - IPC Crime,Robbery (Sec.392 to 394 IPC),At Banks,5.0,0.0,1.0,0.0,OCT,2022
14283,A - IPC Crime,Robbery (Sec.392 to 394 IPC),At Commercial Places / Establishments,64.0,3.0,9.0,10.0,OCT,2022
14284,A - IPC Crime,Robbery (Sec.392 to 394 IPC),In Other Places,513.0,39.0,62.0,48.0,OCT,2022
14285,A - IPC Crime,Robbery (Sec.392 to 394 IPC),Chain Snatching,577.0,49.0,59.0,45.0,OCT,2022
14286,A - IPC Crime,Robbery (Sec.392 to 394 IPC),Attempt to Commit,46.0,5.0,5.0,2.0,OCT,2022
14287,A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",At Residential Premises,2030.0,209.0,197.0,215.0,OCT,2022
14288,A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",On Highways,3.0,1.0,1.0,1.0,OCT,2022
14289,A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",In Trains,0.0,0.0,0.0,0.0,OCT,2022
14290,A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",At Banks,54.0,5.0,6.0,7.0,OCT,2022
14291,A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",At Commercial Places / Establishments,651.0,68.0,74.0,53.0,OCT,2022
14292,A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",In Other Places,589.0,56.0,65.0,54.0,OCT,2022
14293,A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",Temple Theft,300.0,43.0,28.0,44.0,OCT,2022
14294,A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",At Residential Premises,736.0,79.0,68.0,64.0,OCT,2022
14295,A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",On Highways,0.0,0.0,0.0,0.0,OCT,2022
14296,A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",In Trains,0.0,0.0,0.0,0.0,OCT,2022
14297,A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",At Banks,0.0,0.0,0.0,0.0,OCT,2022
14298,A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",At Commercial Places / Establishments,31.0,5.0,2.0,2.0,OCT,2022
14299,A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",In Other Places,50.0,3.0,7.0,4.0,OCT,2022
14300,A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",Temple Theft,15.0,2.0,2.0,1.0,OCT,2022
14301,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of sand,864.0,62.0,55.0,65.0,OCT,2022
14302,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Attempt to commit,33.0,2.0,3.0,4.0,OCT,2022
14303,A - IPC Crime,THEFT (Sec.379 to 389 IPC),At ATM,6.0,0.0,1.0,0.0,OCT,2022
14304,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Automobiles - Of Tractors,84.0,0.0,17.0,12.0,OCT,2022
14305,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Communication And Elec. Wire,216.0,20.0,20.0,19.0,OCT,2022
14306,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Cattle,410.0,30.0,33.0,36.0,OCT,2022
14307,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Cycle,103.0,12.0,6.0,18.0,OCT,2022
14308,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Automobiles - Of Lorries/Trucks,120.0,14.0,10.0,8.0,OCT,2022
14309,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Automobiles - Of Buses,11.0,1.0,2.0,2.0,OCT,2022
14310,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Automobiles - Of Cars / Jeeps,234.0,29.0,22.0,19.0,OCT,2022
14311,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Automobiles - Of Two Wheelers ,9302.0,793.0,861.0,808.0,OCT,2022
14312,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Automobies - of Three Wheelers,235.0,20.0,31.0,15.0,OCT,2022
14313,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Accessories of Motor Vehicle,281.0,30.0,30.0,19.0,OCT,2022
14314,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Govt. Vehicle,2.0,0.0,0.0,0.0,OCT,2022
14315,A - IPC Crime,THEFT (Sec.379 to 389 IPC),"Electronic Goods (Radio, TV, VCR, Acs, Office Automation Equipments)",1391.0,121.0,169.0,137.0,OCT,2022
14316,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Fire Arms,3.0,0.0,0.0,0.0,OCT,2022
14317,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Explosives,1.0,0.0,0.0,0.0,OCT,2022
14318,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Cultural - Idols,10.0,2.0,1.0,0.0,OCT,2022
14319,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Cultural - Painting,0.0,0.0,0.0,0.0,OCT,2022
14320,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Cultrual - Others,214.0,20.0,13.0,29.0,OCT,2022
14321,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Cash,411.0,49.0,33.0,41.0,OCT,2022
14322,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Jewellery,701.0,63.0,48.0,81.0,OCT,2022
14323,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Other Items Not Included Above,1478.0,136.0,132.0,173.0,OCT,2022
14324,A - IPC Crime,THEFT (Sec.379 to 389 IPC),In Running Train,35.0,4.0,6.0,5.0,OCT,2022
14325,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Extortion,125.0,17.0,15.0,12.0,OCT,2022
14326,A - IPC Crime,THEFT (Sec.379 to 389 IPC),House Theft,1022.0,87.0,108.0,113.0,OCT,2022
14327,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Servant Theft,274.0,34.0,34.0,33.0,OCT,2022
14328,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Land Dispute,940.0,99.0,83.0,65.0,OCT,2022
14329,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Employee - Govt.,3.0,0.0,1.0,0.0,OCT,2022
14330,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Labour - Private Sector,6.0,1.0,1.0,0.0,OCT,2022
14331,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Labour - Public Sector,3.0,3.0,2.0,0.0,OCT,2022
14332,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Linguistic,0.0,0.0,0.0,0.0,OCT,2022
14333,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Political ,30.0,1.0,3.0,0.0,OCT,2022
14334,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Regional,13.0,1.0,1.0,1.0,OCT,2022
14335,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Sectarian,2.0,2.0,0.0,0.0,OCT,2022
14336,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Students,7.0,0.0,0.0,0.0,OCT,2022
14337,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Tribal,0.0,0.0,0.0,0.0,OCT,2022
14338,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Due to Village Disputes,22.0,1.0,1.0,2.0,OCT,2022
14339,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Communal,15.0,0.0,0.0,0.0,OCT,2022
14340,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Industrial,3.0,0.0,0.0,1.0,OCT,2022
14341,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Caste,7.0,0.0,0.0,1.0,OCT,2022
14342,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Agrarian,2.0,1.0,1.0,0.0,OCT,2022
14343,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Others,2282.0,248.0,191.0,245.0,OCT,2022
14344,A - IPC Crime,"OFFENCES AGAINST STATE (Sec. 121 to 130, except 124(A) IPC)","OFFENCES AGAINST STATE (Sec. 121 to 130, except 124(A) IPC)",0.0,0.0,0.0,0.0,OCT,2022
14345,A - IPC Crime,"OFFENCES PROMOTING ENEMITY (Sec. 153(A), 154(B) & 505 IPC","OFFENCES PROMOTING ENEMITY (Sec. 153(A), 154(B) & 505 IPC",54.0,6.0,4.0,8.0,OCT,2022
14346,A - IPC Crime,CRIMINAL BREACH OF TRUST,CRIMINAL BREACH OF TRUST,383.0,48.0,29.0,53.0,OCT,2022
14347,A - IPC Crime,CHEATING (Sec.417 to 420 IPC),CHEATING (Sec.417 to 420 IPC),5186.0,463.0,542.0,500.0,OCT,2022
14348,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )","Stock Share, Debentrue Certificate",0.0,0.0,0.0,0.0,OCT,2022
14349,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",Usage of Counterfeit Stamp,0.0,0.0,0.0,0.0,OCT,2022
14350,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",Of Coins (Sec 231 to 254 IPC),0.0,0.0,0.0,0.0,OCT,2022
14351,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",Of Stamps (Sec.255 to 263(A) IPC),0.0,0.0,0.0,0.0,OCT,2022
14352,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",Of Currency Notes And Bank Notes (Sec. 489 (A) to 489 (E) IPC),20.0,2.0,4.0,2.0,OCT,2022
14353,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",Of Others,3.0,0.0,0.0,0.0,OCT,2022
14354,A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Forgery  ,316.0,31.0,33.0,29.0,OCT,2022
14355,A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Organised (Racket),0.0,0.0,0.0,0.0,OCT,2022
14356,A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Forgery of Passport,2.0,1.0,0.0,0.0,OCT,2022
14357,A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Other Forgery,149.0,11.0,11.0,22.0,OCT,2022
14358,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Acid Attack (326(a)),7.0,0.0,0.0,0.0,OCT,2022
14359,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Attempt to Acid Attack (326(b)),4.0,0.0,0.0,0.0,OCT,2022
14360,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Grievous Hurt,1001.0,91.0,92.0,80.0,OCT,2022
14361,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Simple Hurt,11795.0,1040.0,1112.0,1142.0,OCT,2022
14362,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Custodial,0.0,0.0,0.0,0.0,OCT,2022
14363,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Attempt to Commit,0.0,0.0,0.0,0.0,OCT,2022
14364,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Alcoholic Drink (Liquor),3.0,0.0,1.0,1.0,OCT,2022
14365,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Cement & Chemical/Fertiliser,0.0,0.0,0.0,0.0,OCT,2022
14366,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Cosmetics,0.0,0.0,0.0,0.0,OCT,2022
14367,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Diesel,0.0,0.0,0.0,0.0,OCT,2022
14368,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Drug/Medicine,0.0,0.0,0.0,0.0,OCT,2022
14369,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Edible Oil,0.0,0.0,0.0,0.0,OCT,2022
14370,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Food Grain,0.0,0.0,0.0,0.0,OCT,2022
14371,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Kerosene,0.0,0.0,0.0,0.0,OCT,2022
14372,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Life Saving Drug,0.0,0.0,0.0,0.0,OCT,2022
14373,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Mobile Oil,0.0,0.0,0.0,0.0,OCT,2022
14374,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Petrol,0.0,0.0,0.0,0.0,OCT,2022
14375,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Petroleum Product,0.0,0.0,0.0,0.0,OCT,2022
14376,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Soft Drinks,1.0,0.0,0.0,0.0,OCT,2022
14377,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Spices,0.0,0.0,0.0,0.0,OCT,2022
14378,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Others,16.0,1.0,1.0,1.0,OCT,2022
14379,A - IPC Crime,AFFRAY (Sec. 160 IPC ),AFFRAY (Sec. 160 IPC ),393.0,36.0,55.0,41.0,OCT,2022
14380,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Agricultural Produce,46.0,1.0,2.0,4.0,OCT,2022
14381,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Attemp to Commit,2.0,0.0,1.0,0.0,OCT,2022
14382,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Boat / Ship,1.0,0.0,0.0,1.0,OCT,2022
14383,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Dwelling House,10.0,2.0,0.0,1.0,OCT,2022
14384,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Educational Institution,1.0,0.0,0.0,0.0,OCT,2022
14385,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Govt. Property,6.0,1.0,1.0,1.0,OCT,2022
14386,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Industrial Establishment,0.0,0.0,0.0,0.0,OCT,2022
14387,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Place of worship,0.0,0.0,0.0,0.0,OCT,2022
14388,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Public Place,15.0,2.0,1.0,3.0,OCT,2022
14389,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Railway Property,0.0,0.0,0.0,0.0,OCT,2022
14390,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Vital Installation,0.0,0.0,0.0,0.0,OCT,2022
14391,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Warehouse (Godown),2.0,1.0,0.0,0.0,OCT,2022
14392,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Others,124.0,9.0,3.0,6.0,OCT,2022
14393,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",Attempt To Commit,4.0,0.0,0.0,2.0,OCT,2022
14394,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Contractor,0.0,0.0,0.0,0.0,OCT,2022
14395,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Domestic Servant,0.0,0.0,0.0,0.0,OCT,2022
14396,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Labourer,0.0,0.0,0.0,0.0,OCT,2022
14397,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Man (General),8.0,1.0,1.0,1.0,OCT,2022
14398,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Man (SC),0.0,0.0,0.0,0.0,OCT,2022
14399,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Man (ST),0.0,1.0,0.0,0.0,OCT,2022
14400,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Manager/Executive (Other Than Public Servant),1.0,0.0,1.0,0.0,OCT,2022
14401,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)","On Member of Clergy (Christian, Budhist, Jain, Sikh)",1.0,0.0,0.0,0.0,OCT,2022
14402,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",Member of Legislative Assembly / Council (MLA/MLC),0.0,0.0,0.0,0.0,OCT,2022
14403,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Member of Parliament (MP),0.0,0.0,0.0,0.0,OCT,2022
14404,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On other Dignitaries /Public Figures,0.0,0.0,0.0,0.0,OCT,2022
14405,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Press,0.0,0.0,0.0,0.0,OCT,2022
14406,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Professional ,0.0,0.0,0.0,0.0,OCT,2022
14407,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Public Servant,2.0,0.0,0.0,0.0,OCT,2022
14408,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Student,1.0,0.0,0.0,0.0,OCT,2022
14409,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Teacher,0.0,0.0,0.0,0.0,OCT,2022
14410,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Women (General),3.0,0.0,0.0,1.0,OCT,2022
14411,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Woman (SC),0.0,0.0,0.0,0.0,OCT,2022
